Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,HouseAge,YearsSinceRemodel,PricePerSF,TotalBath,TotalPorchSF,IsRenovated
774,20,RL,70.0,10150.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,1.0,TA,TA,CBlock,TA,TA,No,Rec,456,Unf,0,456,912,GasA,Ex,Y,FuseA,912,0,0,912.0,0,0,1,0,2,1,TA,5,Typ,0,Gd,Attchd,1958.0,RFn,1,275.0,TA,TA,Y,0,0,0,0,0,0,0,7,2007,COD,Normal,114500,2099.0,68,68,54.54978561219628,1.0,0,0
775,20,RL,110.0,14226.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,375.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1935,1935,GasA,Gd,Y,SBrkr,1973,0,0,1973.0,0,0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2006.0,Fin,3,895.0,TA,TA,Y,315,45,0,0,0,0,0,7,2007,New,Partial,395000,4803.0,20,20,82.2402665001041,2.0,45,0
776,120,RM,32.0,4500.0,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,320.0,TA,TA,PConc,Ex,TA,No,GLQ,866,Unf,0,338,1204,GasA,Ex,Y,SBrkr,1204,0,0,1204.0,1,0,2,0,2,1,TA,5,Typ,0,Gd,Attchd,1998.0,Fin,2,412.0,TA,TA,Y,0,247,0,0,0,0,0,6,2009,WD,Normal,162000,2820.0,28,28,57.4468085106383,3.0,247,0
777,20,RL,86.0,11210.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,240.0,Gd,TA,PConc,Gd,TA,Av,GLQ,20,Unf,0,1594,1614,GasA,Ex,Y,SBrkr,1614,0,0,1614.0,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2005.0,RFn,3,865.0,TA,TA,Y,144,59,0,0,0,0,0,7,2006,New,Partial,221500,4093.0,21,20,54.116784754458834,2.0,59,1
778,20,RL,100.0,13350.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,0.0,TA,TA,CBlock,TA,TA,No,ALQ,762,Unf,0,102,864,GasA,TA,Y,SBrkr,894,0,0,894.0,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,1974.0,Unf,2,440.0,TA,TA,Y,241,0,0,0,0,0,0,6,2006,WD,Normal,142500,2198.0,52,52,64.83166515013649,2.0,0,0
779,90,RH,60.0,8400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,320.0,TA,TA,Slab,TA,TA,No,Unf,0,Unf,0,0,42,GasA,TA,Y,SBrkr,2020,0,0,2020.0,0,0,2,0,4,2,TA,10,Typ,2,TA,Detchd,1977.0,Unf,2,630.0,TA,TA,Y,0,0,0,0,0,0,0,10,2007,WD,Normal,144000,2692.0,49,49,53.49182763744428,2.0,0,0
780,90,RL,78.0,10530.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,90.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,975,Unf,0,0,975,GasA,TA,Y,SBrkr,1004,0,0,1004.0,1,0,1,0,2,1,TA,4,Typ,0,Gd,Attchd,1977.0,Unf,2,504.0,TA,TA,Y,0,0,0,0,0,0,0,5,2006,WD,Normal,135000,2483.0,49,49,54.36971405557793,2.0,0,0
781,20,RL,63.0,7875.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,38.0,TA,TA,PConc,Gd,Gd,No,Unf,0,Unf,0,1237,1237,GasA,Gd,Y,SBrkr,1253,0,0,1253.0,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1995.0,Fin,2,402.0,TA,TA,Y,220,21,0,0,0,0,0,6,2007,WD,Normal,176000,2892.0,31,30,60.85753803596127,2.0,21,1
782,60,RL,65.0,7153.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,Gd,PConc,Gd,TA,No,ALQ,387,Unf,0,374,761,GasA,Ex,Y,SBrkr,810,793,0,1603.0,0,0,2,1,3,1,Gd,7,Typ,0,Gd,Attchd,1992.0,RFn,2,484.0,TA,TA,Y,0,124,0,0,0,0,0,7,2006,WD,Normal,175900,2848.0,34,34,61.7626404494382,2.5,124,0
783,20,RL,67.0,16285.0,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1413,1413,GasA,Ex,Y,SBrkr,1430,0,0,1430.0,0,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,2001.0,RFn,2,605.0,TA,TA,Y,0,33,0,0,0,0,0,6,2009,WD,Normal,187100,3448.0,25,24,54.26334106728538,2.0,33,1
784,85,RL,69.0,9101.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1978,1978,Gable,CompShg,Plywood,Plywood,104.0,TA,Gd,PConc,Gd,TA,Av,GLQ,1097,Unf,0,0,1097,GasA,Ex,Y,SBrkr,1110,0,0,1110.0,1,0,1,0,1,1,Gd,4,Typ,1,TA,Attchd,1978.0,Fin,2,602.0,TA,TA,Y,303,30,0,0,0,0,0,7,2009,WD,Normal,165500,2809.0,48,48,58.91776432894268,2.0,30,0
785,75,RM,35.0,6300.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,CompShg,Wd Sdng,Wd Shng,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,742,742,GasA,Ex,Y,SBrkr,742,742,0,1484.0,0,0,2,0,3,1,TA,9,Typ,1,Gd,Attchd,1980.0,Unf,0,0.0,TA,TA,Y,0,291,134,0,0,0,0,6,2008,WD,Normal,128000,2226.0,112,25,57.502246181491465,2.0,425,1
786,20,RL,69.0,9790.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1967,1967,Gable,CompShg,BrkFace,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,Rec,251,LwQ,630,491,1372,GasA,TA,Y,SBrkr,1342,0,0,1342.0,0,0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,1967.0,Unf,2,457.0,TA,TA,Y,0,0,0,0,197,0,0,9,2009,WD,Normal,161500,3171.0,59,59,50.930305897193314,2.0,197,0
787,50,RM,60.0,10800.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1915,1950,Gable,CompShg,MetalSd,MetalSd,0.0,TA,Gd,PConc,Fa,TA,No,LwQ,686,Unf,0,0,686,GasA,TA,Y,SBrkr,966,686,0,1652.0,1,0,2,0,4,1,TA,7,Typ,0,Gd,Detchd,1961.0,Unf,1,416.0,TA,TA,Y,0,0,196,0,0,0,1200,6,2010,WD,Normal,139000,2754.0,111,76,50.4720406681191,3.0,196,1
788,60,RL,76.0,10142.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,656,Unf,0,300,956,GasA,Ex,Y,SBrkr,956,1128,0,2084.0,1,0,2,1,4,1,Gd,8,Typ,0,Gd,BuiltIn,2004.0,RFn,2,618.0,TA,TA,Y,0,45,0,0,0,0,0,1,2010,WD,Normal,233000,3658.0,22,22,63.6960087479497,3.5,45,0
789,20,RM,50.0,6000.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,901,901,GasA,Ex,Y,SBrkr,901,0,0,901.0,0,0,1,0,2,1,TA,4,Typ,0,Gd,Detchd,1954.0,Unf,1,281.0,Fa,TA,Y,0,0,0,0,0,0,0,8,2008,WD,Normal,107900,2083.0,72,26,51.800288046087374,1.0,0,1
790,60,RL,69.0,12205.0,Pave,IR1,Low,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,6,8,1966,2007,Gable,CompShg,HdBoard,HdBoard,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,568,Unf,0,264,832,GasA,Gd,Y,SBrkr,976,1111,0,2087.0,0,0,2,1,5,1,Gd,9,Typ,0,Gd,Attchd,1966.0,Fin,2,444.0,TA,TA,Y,133,168,0,0,0,0,0,7,2007,WD,Normal,187500,3363.0,60,19,55.75379125780553,2.5,168,1
791,120,RL,43.0,3182.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,16,Unf,0,1129,1145,GasA,Ex,Y,SBrkr,1145,0,0,1145.0,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2005.0,Fin,2,397.0,TA,TA,Y,100,16,0,0,0,0,0,9,2009,WD,Normal,160200,2687.0,21,20,59.62039449199851,2.0,16,1
792,80,RL,69.0,11333.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,539,Unf,0,490,1029,GasA,TA,Y,SBrkr,1062,0,0,1062.0,1,0,1,0,3,1,TA,5,Typ,2,TA,Attchd,1976.0,RFn,2,539.0,TA,TA,Y,120,0,0,0,0,0,0,5,2007,WD,Normal,146800,2630.0,50,50,55.81749049429658,2.0,0,0
793,60,RL,92.0,9920.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,862,Unf,0,255,1117,GasA,Ex,Y,SBrkr,1127,886,0,2013.0,1,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1997.0,Unf,2,455.0,TA,TA,Y,180,130,0,0,0,0,0,6,2007,WD,Normal,269790,3585.0,30,29,75.25523012552301,3.5,130,1
794,20,RL,76.0,9158.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1496,1496,GasA,Ex,Y,SBrkr,1496,0,0,1496.0,0,0,2,0,3,1,Gd,7,Typ,0,Gd,Attchd,2007.0,Fin,2,474.0,TA,TA,Y,168,130,0,0,0,0,0,6,2007,New,Partial,225000,3466.0,19,19,64.91633006347375,2.0,130,0
795,60,RL,69.0,10832.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1994,1996,Gable,CompShg,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,712,712,GasA,Ex,Y,SBrkr,1086,809,0,1895.0,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,Fin,2,409.0,TA,TA,Y,143,46,0,0,0,0,500,10,2008,WD,Normal,194500,3016.0,32,30,64.4893899204244,2.5,46,1
796,60,RL,70.0,8400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,6,1980,1981,Gable,CompShg,HdBoard,HdBoard,130.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,650,650,GasA,TA,Y,SBrkr,888,676,0,1564.0,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,1980.0,Unf,2,476.0,TA,TA,Y,0,50,0,0,204,0,0,4,2010,WD,Normal,171000,2690.0,46,45,63.56877323420074,2.5,254,1
797,20,RL,71.0,8197.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,148.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,660,660,GasA,Ex,Y,SBrkr,1285,0,0,1285.0,0,0,1,1,3,1,TA,7,Typ,1,TA,Attchd,1977.0,RFn,2,528.0,TA,TA,Y,138,0,0,0,0,0,0,4,2007,WD,Normal,143500,2473.0,49,49,58.02668823291549,1.5,0,0
798,20,RL,57.0,7677.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1953,1953,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,BLQ,570,Unf,0,203,773,GasA,Gd,Y,SBrkr,773,0,0,773.0,0,0,1,0,2,1,TA,4,Typ,0,Gd,Attchd,1953.0,Unf,1,240.0,TA,TA,Y,0,0,0,0,0,0,0,4,2008,WD,Abnorml,110000,1786.0,73,73,61.59014557670773,1.0,0,0
799,60,RL,104.0,13518.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,860.0,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1926,1926,GasA,Ex,Y,SBrkr,1966,1174,0,2747.625,0,0,3,1,4,1,Ex,11,Typ,2,Gd,BuiltIn,2009.0,Fin,3,820.0,TA,TA,Y,144,78,0,0,0,0,0,7,2009,New,Partial,485000,5493.625,18,17,88.28414753464243,3.5,78,1
800,50,RL,60.0,7200.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,569,Unf,0,162,731,GasA,Ex,Y,SBrkr,981,787,0,1768.0,1,0,1,1,3,1,Gd,7,Typ,2,TA,Detchd,1939.0,Unf,1,240.0,TA,TA,Y,0,0,264,0,0,0,0,6,2007,WD,Normal,175000,2739.0,89,76,63.89193136181088,2.5,264,1
801,60,RL,79.0,12798.0,Pave,IR1,HLS,AllPub,Inside,Mod,ClearCr,Feedr,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,462,Unf,0,154,616,GasA,Gd,Y,SBrkr,616,1072,0,1688.0,1,0,2,1,4,1,Gd,8,Typ,0,Gd,Attchd,1997.0,RFn,2,603.0,TA,TA,Y,403,114,185,0,0,0,400,5,2008,WD,Normal,200000,2907.0,29,29,68.79944960440316,3.5,299,0
802,30,RM,40.0,4800.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,7,1916,1990,Gable,CompShg,MetalSd,MetalSd,0.0,TA,TA,CBlock,TA,TA,No,LwQ,197,Unf,0,999,1196,GasA,Ex,Y,FuseA,1196,0,0,1196.0,1,0,1,0,2,1,TA,5,Typ,0,Gd,Detchd,1957.0,Unf,2,440.0,TA,TA,Y,0,0,0,0,0,0,0,7,2007,WD,Normal,109900,2832.0,110,36,38.806497175141246,2.0,0,1
803,60,RL,63.0,8199.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,WdShing,Wd Shng,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,648,Unf,0,80,728,GasA,Ex,Y,SBrkr,728,728,0,1456.0,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2005.0,Fin,2,410.0,TA,TA,Y,36,18,0,0,0,0,0,10,2008,WD,Normal,189000,2594.0,21,21,72.86044718581341,3.5,18,0
804,60,RL,107.0,13891.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,2009,Hip,CompShg,VinylSd,VinylSd,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1734,1734,GasA,Ex,Y,SBrkr,1734,1088,0,2747.625,0,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009.0,RFn,3,938.25,TA,TA,Y,52,170,0,0,192,0,0,1,2009,New,Partial,582933,5419.875,18,17,107.5546945270878,3.5,362,1
805,20,RL,75.0,9000.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,No,LwQ,812,Unf,0,124,936,GasA,TA,Y,SBrkr,1128,0,0,1128.0,0,0,1,0,2,1,TA,5,Min1,0,Gd,Attchd,1954.0,Unf,1,286.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Family,118000,2350.0,72,72,50.212765957446805,1.0,0,0
806,20,RL,91.0,12274.0,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,256.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1417,1417,GasA,Ex,Y,SBrkr,1428,0,0,1428.0,0,0,2,0,3,1,Ex,6,Typ,0,Gd,Attchd,2008.0,RFn,2,554.0,TA,TA,Y,0,60,0,0,0,0,0,7,2008,New,Partial,227680,3399.0,18,18,66.98440717858193,2.0,60,0
807,80,RL,75.0,9750.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Gable,CompShg,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,Av,ALQ,400,Rec,480,100,980,GasA,Gd,Y,SBrkr,980,0,0,980.0,0,0,2,0,3,1,TA,6,Typ,0,Gd,Attchd,1967.0,Fin,1,384.0,TA,TA,Y,68,0,0,0,0,0,0,10,2006,WD,Normal,135500,2344.0,59,59,57.80716723549488,2.0,0,0
808,70,RL,144.0,17673.5,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,1309,Unf,0,15,1324,GasA,Ex,Y,SBrkr,1072,504,0,1576.0,2,0,1,1,3,1,Gd,6,Typ,1,TA,Attchd,1923.0,RFn,2,528.0,TA,TA,Y,0,312,0,0,0,0,0,5,2009,WD,Normal,223500,3428.0,103,22,65.19836639439907,3.5,312,1
809,80,RL,85.0,13400.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,516,BLQ,128,380,1024,GasA,TA,Y,SBrkr,1086,0,0,1086.0,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1966.0,RFn,2,484.0,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,159950,2594.0,60,60,61.6615265998458,2.0,0,0
810,75,RM,90.0,8100.0,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,1898,1965,Hip,CompShg,AsbShng,AsbShng,0.0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,849,849,GasA,TA,N,FuseA,1075,1063,0,2138.0,0,0,2,0,2,3,TA,11,Typ,0,Gd,Detchd,1910.0,Unf,2,360.0,Fa,Po,N,40,156,0,0,0,0,0,11,2009,WD,Normal,106000,3347.0,128,61,31.670152375261427,2.0,156,1
811,20,RL,78.0,10140.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,99.0,TA,TA,CBlock,TA,TA,No,ALQ,663,LwQ,377,0,1040,GasA,Fa,Y,SBrkr,1309,0,0,1309.0,1,0,1,1,3,1,Gd,5,Typ,1,Fa,Attchd,1974.0,RFn,2,484.0,TA,TA,Y,265,0,0,0,0,648,0,1,2006,WD,Normal,181000,2833.0,52,27,63.889869396399575,2.5,0,1
812,120,RM,69.0,4438.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,662,Unf,0,186,848,GasA,Ex,Y,SBrkr,848,0,0,848.0,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,2004.0,Fin,2,420.0,TA,TA,Y,140,0,0,0,0,0,0,6,2008,ConLD,Normal,144500,2116.0,22,22,68.28922495274102,2.0,0,0
813,20,C (all),66.0,8712.0,Grvl,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,540,540,GasA,TA,N,FuseA,1044,0,0,1044.0,0,0,1,0,2,1,Fa,4,Typ,0,Gd,Basment,1952.0,Unf,2,504.0,TA,TA,N,0,0,0,0,0,0,54,6,2010,WD,Alloca,55993,2088.0,74,74,26.816570881226053,1.0,0,0
814,20,RL,75.0,9750.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,243.0,TA,TA,CBlock,TA,TA,No,Rec,608,Unf,0,834,1442,GasA,Gd,Y,SBrkr,1442,0,0,1442.0,0,0,1,1,4,1,TA,7,Typ,0,Gd,Attchd,1958.0,RFn,1,301.0,TA,TA,Y,0,0,275,0,0,0,500,4,2007,COD,Normal,157900,3185.0,68,68,49.576138147566716,1.5,275,0
815,50,RL,45.0,8248.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,686,686,GasW,Gd,Y,SBrkr,686,564,0,1250.0,0,1,1,1,3,1,Fa,7,Typ,0,Gd,Detchd,1955.0,Unf,1,280.0,TA,TA,P,207,0,96,0,0,0,0,7,2006,WD,Normal,116000,2216.0,108,76,52.34657039711191,2.0,96,1
816,20,RL,48.0,12137.0,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,442.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1649,1649,GasA,Ex,Y,SBrkr,1661,0,0,1661.0,0,0,2,0,3,1,Gd,6,Typ,0,Gd,Attchd,1998.0,RFn,2,598.0,TA,TA,Y,0,34,0,0,0,0,0,5,2010,WD,Normal,224900,3908.0,28,28,57.54861821903787,2.0,34,0
817,20,RL,69.0,11425.0,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,0.0,TA,TA,CBlock,TA,TA,No,BLQ,486,Unf,0,522,1008,GasA,Gd,Y,SBrkr,1008,0,0,1008.0,0,0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,1954.0,RFn,1,275.0,TA,TA,Y,0,0,120,0,0,0,0,7,2006,WD,Normal,137000,2291.0,72,72,59.79921431689219,1.0,120,0
818,20,RL,69.0,13265.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,1218,Unf,0,350,1568,GasA,Ex,Y,SBrkr,1689,0,0,1689.0,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,2002.0,RFn,3,857.0,TA,TA,Y,150,59,0,0,0,0,0,7,2008,WD,Normal,271000,4114.0,24,24,65.87263004375303,3.0,59,0
819,80,RL,80.0,8816.0,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,504,Unf,0,506,1010,GasA,Gd,Y,SBrkr,1052,0,0,1052.0,1,0,1,0,3,1,TA,6,Typ,0,Gd,Attchd,1971.0,Unf,2,440.0,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,155000,2502.0,55,55,61.950439648281375,2.0,0,0
820,120,RL,44.0,6371.0,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,733,Unf,0,625,1358,GasA,Ex,Y,SBrkr,1358,0,0,1358.0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2010.0,RFn,2,484.0,TA,TA,Y,192,35,0,0,0,0,0,6,2010,New,Partial,224000,3200.0,17,16,70.0,3.0,35,1
821,60,RL,72.0,7226.0,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,GasA,Ex,Y,SBrkr,798,842,0,1640.0,0,0,2,1,3,1,Gd,6,Typ,0,Gd,Attchd,2003.0,RFn,2,595.0,TA,TA,Y,0,45,0,0,0,0,0,6,2008,WD,Normal,183000,3033.0,23,23,60.33630069238378,2.5,45,0
